title,price
Жил один старичок…,-1
Гэндайси: Антология послевоенной японской поэзии,-1
75 стихотворений / 75 Dikt,-1
Проклятые поэты,-1
Сонеты к Орфею,-1
Любовь,-1
"""Несмолкающий мотив"" в собрании русских переводов (1913-2013 гг.)",-1
Книга завещаний: Французские поэтические прощания и завещания XIII–XV веков,-1
Морские города,-1
Из шотландской поэзии XVI-XIX вв,-1
"Реки, текущие к морю. Избранные стихотворения",-1
Цветы зла,-1
В двух измерениях: Современная британская поэзия в русских переводах,-1
"Точки схода, точка исчезновения",-1
Вино и чаша. «Рубайат»,-1
Римские сонеты,-1
Сочинения. Пруденций Аврелий Клемент,-1
Земля морей: Антология поэзии Новой Зеландии,-1
Лоренцо Медичи и поэты его круга. Избранные стихотворения и поэмы,-1
Слова. Стихотворения 1929-1938,-1
Уильям Шекспир. Сонеты / William Shakespeare: Sonnets,-1
Большая книга чепухи,-1
Пространство другими словами. Французские поэты XX века об образе в искусстве,-1
Произведения Джима Моррисона,-1
Из ранней валлийской поэзии,717
Смотритель. В 2 томах. Том 2. Железная бездна,658
"Песня рабочего молота (репринт, 1922 г.)",85
Преступление доктора Паровозова,315
Книга непокоя,-1
Пауль Целан. Стихотворения. Проза. Письма,-1
Человек ли это?,-1
Избранное. Збигнев Херберт,-1
Сто стихотворений. Бертольд Брехт,-1
Избранные стихотворения. 1983-2005. Роалд Хофман,-1
Эмали и камеи,-1
Азиатская медь. Антология современной китайской поэзии,-1
Воспоминания благовоспитанной девицы,-1
Камень тысячи людей. Средневековая поэзия Китая,-1
Трагедии,-1
Стихотворения,-1
Чума,-1
Антология новой грузинской поэзии,-1
Средь сумерек и теней: Избранные стихотворения,-1
Зеленый дом,-1
Илиада,-1
Если однажды зимней ночью путник. Третий том,-1
Дом на Тара-роуд,-1
Среди печальных бурь. Из польской поэзии XIX–XX веков,-1
Непечатные пряники,420
Очарованный остров. Новые сказки об Италии,440
Пояс Койпера,290
Кошки-мышки,-1
Баллады Кукутиса,-1
Афганская поэзия в первой половине-середине XVII в.,-1
Суть Руми,-1
Сакральное,-1
Вспоминая моих грустных шлюх,-1
Река без берегов. Часть первая: Деревянный корабль,-1
Сивилла,-1
Ostinato. Стихотворения Самюэля Вуда,-1
Стихотворения,-1
Мельник ностальгии,-1
Голый завтрак,-1
Неврозы. Книга стихотворений (1883),-1
"Восток, Запад",-1
Английская абсурдная поэзия,-1
Неделя зимы,-1
Песни Сиона,-1
Харбинские мотыльки,280
По морю прочь,-1
Купе смертников,-1
Западно-восточный диван,-1
Месса во времена войны,-1
Шёпот женщины-кита,-1
Не бойся волков,-1
Девять девяностых,244
Дочь Ганга,-1
Слепая вера,-1
"Словарь ""Маятника Фуко""",-1
Лесбийское тело,-1
В ожидании Годо,-1
Переводы с русского и обратно,-1
Неверная заря,-1
Противники,-1
Исповедь арабской женщины,-1
Молчаливый полет,588
Вокруг королевства и вдоль империи. Все четыре стороны. Книга 2,-1
Кризис,-1
Японская классическая поэзия Нового времени: конец ХIХ - первая половина ХХ в.: Антология,-1
Воображенные сонеты,-1
Двенадцать повестей,-1
Сердце и душа,-1
Призраки не лгут,-1
Жене Жан. Стихотворения,-1
Угрино и Инграбания и другие ранние тексты,-1
Зримая тьма,-1
Немезида,-1
Аврелий Пруденций Клемент. Сочинения,-1
Воздушные змеи,-1
Голос,-1
Лес повешенных лисиц,-1
Тендеренда-фантаст: Роман 1920 года,-1
Волки Кальи,-1
Дети полуночи,-1
Головокружение. Подозрение,-1
Драма на углу улицы. Японский театр абсурда,-1
Зелёная гвоздика,-1
Аустерлиц,-1
Метаморфозы или Золотой осел в иллюстрациях Анатолия Зверева,-1
Конец,394
Моя нечестивая жизнь,-1
Оставаться живым,-1
Проигрыш — дело техники,-1
Вкуснотища,-1
Правда о деле Гарри Квеберта,-1
Стихотворения. Стефан Малларме,-1
Уничтожьте всех дикарей,-1
Часы,-1
Harmonia caelestis,-1
Кровь бедняка,-1
Все новые сказки. Сборник,-1
Антология современной французской драматургии. Том 2,-1
Счастливые люди читают книжки и пьют кофе,270
Свобода… для чего?,-1
"Призрак джазмена на падающей станции ""Мир""",-1
Калифорнийский квартет,-1
Маятник Фуко,-1
Неизвестные приключения Шерлока Холмса,-1
Стихотворения. Артур Рембо,-1
"Извлечение троих. Книга 2 из цикла ""Темная башня""",-1
Воспоминания,250
Океан в конце дороги,-1
Новый центр,-1
Путь волшебника : Антология,-1
Источник,-1
Противостояние,-1
Бегущий человек. Худеющий,-1
Призрачный снимок,-1
Владимир Маяковский. Выбор Сергея Бирюкова,420
Островитянин. Книга стихотворений,378
Чужая девочка,330
Вместо этого мира,243
Хлебников. Собрание сочинений в 6 томах. Том 3. Поэмы. 1905-1922,432
Вещественные доказательства: Избранные стихотворения и поэмы,330
Я-гений,320
Пусть ночь придет,400
Собрание сочинений. Том 3. Стихотворения 2011 года. Антология современной поэзии Санкт-Петербурга,256
Сел и поехал. Россия от Петербурга до Владивостока в свете мотоциклетных фар,176
Бег времени. Стихотворения и поэмы,400
Волшебный фонарь. Стихотворения и поэмы,400
Страх замкнутого,473
Ошибки в путеводителе,146
Хлебников. Собрание сочинений в 6 томах. Том 1. Стихотворения 1904-1916 гг.,432
На небесном дне,198
Русская красавица,144
Жили-были старик со старухой,228
Читая темноту: Стихотворения 2009–2012 годов,134
Прозрачная вода. Записная книжка как средство самопознания,228
Знак земли. Собрание стихотворений,306
Vox Humana. Собрание стихотворений,377
В кварталах дальних и печальных…,-1
Холмы. Стихотворения,190
Собрание сочинений в трех томах. Марк Фрейдкин,1316
Сергей Гандлевский. Стихотворения,265
Верность и ревность,242
Восстание потребителей,180
"Вена, операционная система (Wien OS)",158
Газета,122
Моя полониана: Переводы из польской поэзии,365
Столб словесного огня: Стихотворения и поэмы. В двух томах,945
Философская проза. Том первый. Философия одного переулка,183
Жатва жертв. Сочинения: Том первый,231
Прямые и косвенные дополнения,207
Спокойные поля,241
Псалом,285
Щель обетованья,388
Стихи к Блоку,202
"Добро пожаловать, или Посторонним вход воспрещен и другие киносценарии",263
Гражданин Поэт. 31 номер художественной самодеятельности. Граждане бесы,412
Место,325
"Сержант Пеппер, живы твои сыновья! Там, где падают ангелы",426
Свечи на ветру,298
Антология современной русской прозы и поэзии в 2-х тт. Лёд и пламень,483
Именины сердца. Разговоры с русской литературой,219
Ди-Пи в Италии. Записки продавца кукол,158
Русская книга мертвых,174
Мирные досуги инспектора Крафта,101
Берегите Гнездо и Дом…,166
"Жизнь Степановки, или Лирическое хозяйство",124
Прошедшей ночью. Лагерные рассказы,-1
Роман с графоманами,92
"Сажайте, и вырастет",207
Европа - Азия,139
Вечный двигатель,164
Земля ждет хозяина. Старые и новые истории,114
Охота с кукуем,140
"Искусство заниматься любовью, или учебник для Дон-Жуана",146
Владимир Владимирович™,137
"И слово воскрешает, или ""Прецедент Лазаря"". По материалам Народного архива",208
"Книга о вкусной и нездоровой пище, или Еда русских в Израиле. Ученые записки ""Общества чистых тарелок""",181
Фактор фуры,249
Пастораль эпохи позднего сталинизма,80
"Николай Беседин. Избранное. В 3 томах. Том 1. Вперед, бабы!",145
Три марша,145
Елтышевы. Роман,195
Брат мой Сергий. Повести и рассказы,138
Интервью с дураками. Повесть в шести историях,149
Это невыносимо светлое будущее,246
Случайная закономерность. Сергей Есин - Марк Авербух. Межконтинентальные разговоры,178
Полное собрание сочинений в девяти томах. Т.II (кн.1),635
Смех на руинах.,168
"Факт или вымысел? : Антология: эссе, дневники, письма, воспоминания, афоризмы английских писателей",567
История с моим бюстом: Повести и рассказы,216
Пушкин плюс…: Незаконченные произведения А. С. Пушкина в продолжении творческих читателей XIX-XX вв.,171
Сентиментальные повести / Собрание сочинений,284
Своевременные сказки: сборник,221
Четыре сборника,268
Стихи для альтер Эго,102
"Слова на бумаге. Стихотворения, записи, наброски",-1
Мой лучший адресат...,399
"Лекарство от Фортуны. Поэты при дворе Генриха VIII, Елизаветы Английской и короля Иакова",545
Наум Коржавин. Стихи и поэмы,266
Владимир Казаков. Неизданные произведения,-1
Диалоги Богов,110
Orlusha. Стихи и рингтоны,257
Николай Рубцов. Стихотворения,80
Ленин в поэзии рабочих,118
Назидательные картинки: С параллельными текстами,311
Золотоносная мгла: Книга новых стихов и поэм,171
Книжная душа. Стихи разных лет,-1
"Благодарю, за все благодарю",135
Мечты и думы. Стихотворения и проза,162
Мой окоём,116
Летела Птица. Сорок стихотворений 2008 года,258
Я человек эпохи Миннезанга. Стиихотворения,162
Восемьдесят звезд из галактики Тютчева / Eighty Stars from Tyutchev`s Galaxy,117
"Соколиная книга. Стихи, тексты песен, статьи о поэтах",258
"Хвалебный примитив юродивый в честь Бога, мирозданья, родины",70
Вне ограды,315
Незримое благословенье. Исламский Восток в русской поэзии,250
Вертикаль Данте,92
Мельница времени,92
Женского счастья так мало,130
"Мальчик шёл по тротуару, а потом его не стало",69
Избранные стихи и поэмы,199
"Уроки Джейн Остин: как шесть романов научили меня дружить, любить и быть счастливым",-1
Стихотворения. Морис Карем,-1
Серебряная свадьба,350
"Банк, хранящий смерть",-1
Музыка слов: Стихи и проза,225
Едоки картофеля,100
От тюрмы и от сумы,86
"""Законодательным скучая взором…"": сборник стихотворений",107
Белое на черном,176
Настоящая принцесса и другие сюжеты,-1
Почерк Леонардо. Повести и рассказы,270
Аскетская Россия. Хуже не будет!,179
"Тавматургия: Одноактные пьесы, сценарий",207
Трибьюты и оммажи,195
Попытка коммуникации,162
Герой,260
Пятиминутный мир,459
Небытие. Неизвестные стихотворения 1922-1935 гг.,390
Шалом,150
Подземный корабль,154
Праздники по будням,198
Коллекция: Петербургская проза (ленинградский период) 1960-е,122
Московская сага,-1
Собрание сочинений. Комплект в 2-х томах,761
Когда-то и сейчас,173
Все о Еве,668
Тубплиер,167
Римские откровения,156
О нищете студенческой жизни,143
Юные годы медбрата Паровозова,284
Таруса - 101-й километр,-1
Не так уж далеко,-1
Библиотекарь,214
Место для жизни,249
"Лирика, голос",129
Путешествие без Надежды,146
Исход. Подростковая проза,76
Грех жаловаться,124
Левая сторона,202
Фиалки из Ниццы,273
Чертово ребро,165
Про китайцев,78
Пеленание предка,279
Горбушка,151
Уездный город М.,65
Краткая история тракторов по-украински,123
11 сентября и другие рассказы,146
Пятое время года,272
"До свидания, алфавит",186
Автор тот же. Другие рассказы,164
Вершина айсберга,160
Земля Святого Витта,297
Битва,221
Я пришёл из России,166
Легче крыла мухи: Повести о лишних людях,273
На пути в Итаку,161
Ноль-Ноль,198
Короче: Очень короткая проза,174
Личная жизнь / Собрание сочинений,284
Шестая повесть Белкина / Собрание сочинений,284
Два стиха о квартире № 6,125
Долгота дня,120
Побег смысла,55
Я стою посредине Европы,150
Продавец почек,55
Из поэтического наследия,210
Логос молчания,116
Борис Годунов. Сочинения. Выпуск 2,486
Проще простого,60
Гостевая книга,100
Софья,-1
Путнику снится,-1
Шкатулка,86
На обратном пути,200
Дольше календаря,200
Гостья,155
Евгений Кропивницкий. Избранное. 736 стихотворений + другие материалы,293
На скосе века,258
Прогулки,113
Чернава,93
Очень личное,133
Простодушные стихи,120
Небо внутри,112
Ода воздухоплаванию,116
Русский рок - новый срок. Страницы современной рок-поэзии,123
Мальчик для бытия,69
Стечение обстоятельств под Яготиным,55
Землетрясение в бухте Цэ,138
Славянские встречи. Альманах поэзии и прозы № 8,97
Отпусти мою душу на волю,245
Плоть и кровь,-1
"Нам, живущим",-1
"451' по Фаренгейту: повести, рассказы",-1
Гюнтер Шидловски. Пьеса рационального абсурда с элементами мюзикла,-1
Город страшной ночи,-1
Путешествия Тафа,-1
Моя Швейцария,-1
Золушка беременная,150
Свое время,146
Гражданская лирика и другие сочинения 1969-2013,280
"Опыты соединения слов посредством ритма (репринт, 1931 г.)",108
Мне ли не пожалеть…,203
Звучарность,142
Однажды в Бишкеке,590
Роман с кокаином,104
Чёс,192
"Неформат, или День радио",250
Черный ящик,400
Антология прозы двадцатилетних. Выпуск 4,203
"Нюма, Самвел и собачка Точка",220
Евгений Онегин,261
Авитаминоз,-1
Мир тесен,519
Овсянки,255
Пятновыводитель,230
Omnibus,377
Любовь Муры,353
Лучшие рассказы 2011 года,237
Бэтман Аполло,490
Повесть о пустяках,182
Полуписьменные сочинения (+ CD),180
Осенний разговор,178
Три путешествия,146
Единица. Сюита жанров,203
Стихотворения Лимонов Эдуард,122
Пешком за смыслом,277
Том первый: Стихи,470
В стороне,231
Укалегон,171
Нора Баржес,183
"Время, назад!",280
Поэтический мир,122
Вид на жительство,39
Gotterdammerung,240
Киносценарии,270
Лена и люди,171
Уст алость,50
Без огня,146
Учебник рисования. В 4 частях. Часть 1. Люди пустыря,219
Жизнь шкрабов,133
Дикий американец,224
У подножия холма,65
Как мы бомбили Америку,110
"Старлей, победа и весна",93
Дневник 2002,-1
Общество смелых,142
Попутные мысли,79
Девятый чин,94
Для кино и театра,160
Тайнопись,135
Румянцевский сквер,186
"Давайте, девочки",171
Эпидермия,276
Летоисчисление от Иоанна,182
В ту сторону,186
Из дома,273
Агата возвращается домой,211
Списанные,205
Естественные науки,194
Одинокие сны,303
Запомни и живи...,258
Тринадцать дисков,211
Моментальное слово,97
Долг повелевает - петь,144
Переводные картинки,55
Нить бытия,93
От рассвета до веры,68
Проза Ивана Сидорова,93
Все хотят быть роботами,55
Заговор дождей,110
Вечный сад,80
Вездесь. Стихи 2000-2002 гг.,152
Вера!..,138
Французская библиотека,96
Ноль часов,50
Жить долго,189
Парастас,-1
Титры / Titri,-1
Одинокое дерево,76
Собрание сочинений в семи томах. Геннадий Айги,1280
Регулярные парки. Избранное.1975-2000,574
Колотун,235
Ржаворонок,83
Ровный ветер,132
Открытие медлительности,-1
Разрушители научных мифов. 250 удивительных фактов из мира науки,-1
Ошибка Либермана,-1
Волки Кальи,-1
Шторм в Гавани Ветров,-1
После заката,-1
Одиночество,323
Вечерний свет,156
Птичий язык,316
Синдром Феникса,103
Сталин. Культ девы,82
Т,282
Противоречия,588
Побочные действия: Четвёртая книга стихов,55
Собрание стихотворений,635
"Валери, или Письма Густава де Линара Эрнесту де Г...",300
Стихотворения.Катулл Гай Валерий,-1
Вилла Бель Респиро. Шанель и Стравинский. История любви,-1
Инферно,-1
Безымянный. Мэлон умирает,-1
Радуга,205
Реквием,108
Старый дом,312
Виргостан,220
Город большой. Голова болит,55
Дикий Ирис,-1
Конец главы. В 2-х томах,216
Чаша и пояс,195
"Воздух, которым ты дышишь",-1
Дибук с Мазлтов-IV,-1
Сочинения,-1
Империя,-1
"1227 фактов, от которых вы обалдеете",-1
Никогде,-1
Дети царей и цариц,-1
Детский сад,-1
Голодные игры. И вспыхнет пламя. Сойка-пересмешница,-1
"Вайандотте, или Дом на Холме",-1
Романическая проза. В 2 томах. Том 1,-1
Чистое время,945
Храпешко,218
Из Чикаго,146
Сингэ сабур (Камень терпения),-1
Богоматерь убийц,-1
Танец с драконами. Грезы и пыль,-1
Доктор Сон,-1
Последняя теорема,-1
Почти два килограмма слов,295
"Изборник (1914 г., репринт)",176
Исход,-1
Собрание стихотворений. С приложением эссе Й. Баадера и В. Беньямина,-1
Глобалия,-1
Танец с драконами. Грезы и пыль,-1
Танец с драконами. Искры над пеплом,-1
Как писать книги. Мемуары о ремесле,-1
Королевский убийца,-1
Сен-Леон. Повесть шестнадцатого века,-1
Псалом для пишмашинки,64
Очертания последнего берега,-1
Стихотворения. Жан Кокто,-1
Брошенные машины,-1
"Общество слепых. Пьеса. История, которой быть не могло",-1
Гипнотизер,-1
Все к лучшему,275
"Бесплодные земли. Книга 3 из цикла ""Темная башня""",-1
Стыд,-1
Человеческая трагикомедия,-1
Беременная вдова,-1
Торговка детьми,-1
Храм,-1
Темная башня,-1
Все телки мимо,223
Жребий Салема,-1
Уроки итальянского,-1
Не самое главное,-1
О чем думают в Китае?,-1
Страна клыков и когтей,-1
Воспоминания гермафродита,-1
Дьюма-Ки,-1
Английские привидения. Взгляд сквозь время,-1
"Дом у кладбища. ""Дух мадам Краул"" и другие таинственные истории",-1
Мистериозо,-1
Бог как иллюзия,-1
Антология современной швейцарской драматургии,-1
Долорес Клейборн,-1
Рассказы Ника Адамса,-1
Бесноватые,-1
Ночной поезд,-1
"Стрелок. Извлечение троих. Бесплодные земли. Из цикла ""Темная башня""",-1
Не доверяйте кошкам,-1
Четыре сезона,-1
Секс для науки. Наука для секса,-1
Радуга тяготения,-1
Доктор Sleep,-1
Доля правды,-1
Осенний крик ястреба,192
Божественная Комедия. Новая Жизнь,-1
Странствия убийцы,-1
Два ее единственных платья,445
Короли ацетона,124
Кундалини: Поэма,195
Квартал: Прохождение,250
Первый психоаналитик в космосе,180
Гамлет в красном поясе,189
Античность в русской поэзии (XVIII-XX в.) : антология,446
Я сижу на берегу…,250
Самый страшный злодей и другие сюжеты,-1
Жизнь и мнения. Избранная переписка,593
Записки безбилетника. Из жизни гражданина N. В 2-х томах,510
Несостоятельность освободительных движений,91
ДПП (НН),235
Грозовые крылья: стихи,351
Вечная тема: Избранные стихотворения и поэмы,279
Из английских поэтов и английской народной поэзии. Собрание сочинений в четырех томах,234
Зазвездный зов,585
Посох в цвету. Собрание стихотворений,416
Неподвижное солнце. Стихотворения,182
"Мелочи архи…, просто… и просто иерейской жизни",312
Стихотворения и поэмы в двух томах. Тихон Чурилин,780
Старинный лад. Собрание стихотворений (1919-1940),234
Анри Волохонский. Собрание произведений в трех томах. Том второй: Проза,329
Прошедшее время несовершенного вида,171
Лето в Бадене и другие сочинения,195
Поэзия узников ГУЛАГа. Антология,-1
Оранжевый абажур,-1
Теория прогресса,152
Норумбега.Головы предков,378
Ренат и Дракон,-1
Только моя Япония. Непридуманное,-1
Оживление бубна,130
Мы уходим последними...,185
Атлантический дневник,243
Чтобы Бог тебя разорвал изнутри на куски!,198
"Асса и другие произведения этого автора. Книга 2. Ничего, что я куру?",413
Под крестом и полумесяцем. Записки врача,-1
Катя китайская,-1
"Кухня. Лекции господина Пуфа, доктора энциклопедии и других наук о кухонном искусстве",490
"Вещие сны тихого психа. Роман, повести",47
Литературные манифесты. От символизма до `Октября`,484
Кржижановский. Собрание сочинений в 5 томах. Том 4. Статьи. Заметки. Размышления о литературе и театре,-1
Прорва и другие киносценарии,140
Виза на край света. Маленькие советы серьезному путешественнику,153
Александр Кабаков. Собрание сочинений в 5 томах. Том 1. Поздний гость,198
Старик и Ангел,148
Половина неба,140
"Пролог. Молодая литература России. Сборник прозы, поэзии, критики, драматургии",117
Долгая дорога в Канзас,232
Жил-был я...,207
Правый руль. Документальный роман,190
Усомнившийся Макар. Рассказы 1920-х годов. Стихотворения,277
М & М. Роман в историях,119
Тайная жизнь петербургских памятников,235
Палевый монах,135
Неизбежность нашего мира,97
Сквозь времена: Повести,248
Июль,75
Упавшие зерна. Бегущие ландыши,-1
"Те, кто держали нас за руку, умерли. Избранные стихи",141
Свой век. Стихотворения и переводы,161
Владимир Маяковский. Сочинения,94
Стихотворения. Эллис,108
Путешественники во времени,286
Шкала стресса. Хроники глянцевого журналиста,214
Стрелок,-1
i-o,-1
Хроники тысячи миров,-1
Ничего обойдется,162
Президент Московии. Невероятная история в четырех частях,364
Парадоксы любви,580
Антология Григорьевской премии 2010,149
Кысь. Зверотур. Рассказы,261
Тайная история творений,138
Лучшие пьесы 2009,215
Регулярное письмо,236
Пыльное солнце,179
Из Роберта Бернса. Собрание сочинений в четырех томах,234
Анри Волохонский. Собрание произведений в трех томах. Том первый: Стихи,353
Аристономия,-1
Полет Икара,292
Бич Божий. Партизанские рассказы,123
К Фифи,-1
Марш людоедов,219
Свеча Марии,128
Прелюдия. Homo innatus,150
Гарантия успеха,167
Я тебе обещала?,221
"Первая встреча, последняя встреча...",257
Жизнь господина Хашим Мансурова,156
Гламурный фашизм,112
Избранное в двух томах. Том 2. Старые колодцы,50
Женская драматургия Серебряного века,690
Год черной луны,-1
День испытания,179
Литературная рабыня. Будни и праздники,109
Пионерская Лолита: повести и рассказы,186
Вечные спутники. Портреты из всемирной литературы,683
Эго-истины,235
Признаки жизни,176
Оправдание жизни,176
Тропы йоги,33
Лабиринт,223
Коллекционер,84
Снежные люди,-1
Тумбер-Бумбер,149
Русские вопли,80
Жалитвослов,150
Ни чего,92
Будем как солнце. Книга символов,313
Вишневый ад и другие пьесы,203
Теоремы,106
Рассеянная масса,93
Случайная почта,243
Бал мин,110
Команда скелетов,-1
Американские боги,-1
Под Куполом,-1
Старик путешествует,345
287 стихотворений,600
Русское,800
Шел старый еврей по Новому Арбату…,286
Стихи и проза к стихам,675
Корова,100
СССР - наш Древний Рим,135
Кокон (история одной болезни),150
Неспящая бухта,218
Солнцедар,203
Правда о Ленине,675
Перевод с подстрочника,243
Для землеройки,219
"Здравствуйте, я пришел с вами попрощаться",148
Правый руль,142
Новогодний Ugar!,-1
"Фигуры речи. Альманах, №3, 2007",287
Карагандинские девятины,188
Angulus/Opticus Третья книга стихотворений 2009 - 2011 гг.,254
Контора Кука,255
Дикое поле. Киноповести,309
Красный шум,150
Восьмерка,210
Уроки счастья,131
"Сезоны, сны, шуты, слова…",169
*См.,183
Роман с опозданиями,273
Венерин волос,287
Макаров чешет затылок,130
"Девки, музыка и бухло",-1
Живой журнал. Том 2. 2006,776
36 недель,65
49 дней с родными душами,132
Генеральская дочь,96
"Озорство мое, окаянство...",201
Про Шабашку,166
Цена отсечения,200
Полеты во сне и наяву,282
Графоман,186
Франкфуртский выстрел вечерний,92
Время delete,138
"Не верьте клятвам, сестры",168
Вид из чужого окна,82
Колер Локаль,150
Доро,146
Черные костюмы,93
Паприка грез,84
Икары и томагавки,65
Письма счастья,440
Нулевые,97
Счастье ремесла. Избранные стихотворения,323
Вишня и терн. Сонеты,156
Цыганский хлеб,203
Одноразовые птицы,248
Маскарад близнецов. Стихи,70
Переписчик,231
Торжество метафизики,165
Собрание сочинений. Комплект из 8 книг,-1
Песнь Сюзанны,-1
Мертвая зона,-1
Город и звезды,-1
Дядя Сайлас. В зеркале отуманенном,-1
"Фигуры речи. Альманах, №1, 2005 (+ CD)",220
Естественный отбор,207
Санькя,135
Русские походы в тонкий мир,147
Поэзия и неправда,183
"Любовь ""Свердловская""",55
Путешествие волхвов,160
Аполлон в траве. Эссе. Стихи,97
"Кстати, преодоленный",83
Бич небесный,-1
Безумие и его бог,-1
"Человек, который спит",-1
Страна радости,-1
Противостояние,-1
У Тани под мышкой был живой уголок,176
Вечер,135
Будем как солнце,245
Счастье ремесла,333
Портрет с натуры,28
Тепло твоих рук,-1
Таврический сад: Избранное,258
Поэзия испанского барокко,251
Вечный день. Umbra Vitae. Небесная трагедия,104
Меморанда,-1
Цивилизация. Чем Запад отличается от остального мира,-1
"""Когда ты была рыбкой, головастиком - я..."" и другие размышления о всякой всячине",-1
Амфитрион,-1
Вторая дорога,207
Слепота,-1
Карта времени,386
Средняя Эдда,427
Смерть Вазир-Мухтара,-1
Скорлупа,243
Грехопадение,53
Вавилонские младенцы,-1
Тараканы,-1
Конец лета. Снег в апреле,336
Романическая проза. В 2 томах. Том 2,-1
Хрустальный мир,-1
Пангея,450
Осень в Декадансе,365
Пер Гюнт,-1
Секс для науки. Наука для секса,-1
Интерес к частной жизни,110
Под знаком Близнецов. Дикий горный тимьян,340
Бураттини. Фашизм прошел,260
Две тайны аптекаря,155
Сто лет и чемодан денег в придачу,-1
Зеленые человечки,273
Бегущий человек. Худеющий,-1
А порою очень грустны,-1
Поправки,-1
Представьте 6 девочек,-1
Из замка в замок,-1
Избранные дни,-1
Ловец снов,-1
Колдун и кристалл,-1
Сияние,-1
Битва королей,-1
Блокнот Бенто,-1
Все предельно,-1
Рыцарь Семи Королевств,-1
Труды и дни мистера Норриса. Фиалка Пратера,-1
Чудо,-1
"Осколки: Эссе, рецензии, критические статьи",-1
Снукер,-1
Пир стервятников,-1
Смерть сердца,-1
Моя маленькая жизнь: Стихи и проза,-1
Ночь будет спокойной,276
Синдром войны. О чем говорят солдаты,-1
Год зайца,-1
Ненавижу семейную жизнь,-1
"Тьма, - и больше ничего",-1
Чечня. Год третий,-1
Оно,-1
Место сердца. Культурологический путеводитель по чувствам,600
Игра престолов,-1
Ученик убийцы,-1
Ошибка Лео Понтекорво,-1
История одного отречения: Почему в России не будет фашизма,48
Третий полицейский,-1
Жилец,-1
Возвращение во Флоренцию,350
Революция и другие поэмы,420
Противоречия. Опыты соединения слов посредством смысла,683
100 стихотворений о Москве. Антология. С параллельным переводом на испанский язык,1575
Утро в стране интровертов,319
Мысленный волк,293
Хризалида,598
Голос Незримого (комплект из двух книг),897
Из жизни одноглавого. Роман с попугаем,-1
Некрологи. Книга мертвых-2,243
Погоня за шляпой и другие тексты,173
"Думай, что говоришь",200
Летит себе аэроплан. Свободная фантазия по мотивам жизни и творчества Марка Шагала,216
Пометки на полях. Стихи,117
Песни бедной девушки,110
Что это было и другие обоснования,134
Поздний гость. Стихотворения и поэмы,585
Сигналы Страшного суда,-1
Проржавленные дни: Собрание стихотворений,299
Все о моем отце,739
"Сергей Гандлевский. Эссе, статьи, рецензии",349
Берег ночи,242
Анри Волохонский. Собрание произведений в трех томах. Том третий: Переводы и комментарии,389
Стихи и проза в одном томе,195
Люди безнадежно устаревших профессий,122
Несвобода небосвода. Сто газетных текстов,183
Воспоминания о давно позабытом,122
Освобожденный Улисс. Современная русская поэзия за пределами России,912
Снятие Змия Со Креста,67
Недочеловеки,-1
Стихи и переводы Филиппа Вермеля,-1
Охота с биноклем: Ревизские сказки,-1
Знаки и звуки,-1
Карта родины,319
Две маленькие повести про кино и другая проза,108
Стихи и другие стихотворения (2007-2010),129
Петербургская поэзия в лицах,316
Покидая литературу. От всего остается метафора,487
"Лис, или Инферно: ленинградский карманный роман",77
Борис Черных. Избранное в 2 томах. Том 1. Есаулов сад,152
Я сердце оставил в далеких горах...,146
Шпионы кайзера и Гитлера,144
День дурака. Агония русской школы,25
"Вий, вокальный цикл Шуберта на слова Гоголя",108
Колобок. Кулинарные путешествия,130
Мифогенная любовь каст. Том 1,110
В том краю...,140
Красная полоса. Сборник пролетарской прозы,104
Истинная история минувших времен,193
"Твербуль, или Логово вымысла: Роман места; Дневник ректора: 2005 год",359
Империя в четырех измерениях. Империя I. Аптекарский остров,293
Восточный экспресс с остановками на Западе. Записки очевидца. Том 1,373
Избранное. Том 1. Вперёд бабы!,145
Командировочные предписания,92
Русско-русский разговор. Избранные стихотворения. Поэма без поэмы. Новая книга стихов,131
Sovremennaja russkaja poezija Latvii / Современная русская поэзия Латвии / Contemporary Russian Poetry in Latvia,826
Семь веков английской поэзии. В 3 томах,2430
Собрание стихотворений (комплект из 2 книг),1188
Время без часов,97
Ветер созерцаний,92
Время и книги,-1
"Мое обнаженное сердце: статьи, эссе",-1
Зверь дышит,270
Спринтер,250
Третий Иерусалим,486
Пределы смысла,408
Рыбы молчат по-испански,281
Моя Венеция,547
Лев Лосев. Стихи,404
"ТАМ: ""Письма с того света"" и другие пьесы",323
Карбид и амброзия,203
Олимпийские сонеты. Стихотворения,208
"Птички, бабочки, мертвячки",-1
Бог уходит на пенсию,249
Сергей Гандлевский. Проза,314
Ледяная трилогия,367
Стыдные подвиги,218
Записки кочевников. Повесть с картинками,122
Чайная роза,86
Красная тетрадь. Рукописи 1989-1991,-1
Десятка,200
Странник. Путевая проза,98
